Address,Owner,Accessor number (date collected),Catalog # (day inventory),Object Name,3D Scanned,3D Printed,Scanned By,Date excavated (field bag date),Object dated to,Object Description,inorganic/organic,species,Material of manufactur,Form (object type),Quantity,Measurements (diameter/circumference) - length,Length (mm),Width (mm),Height (mm),Measurement Notes,weight (grams),Weight Notes,Sivilich Diameter (in),Deformation Index,Conservation & condition,Cataloger name,Date Catalogued on,Location in repository,PLAT/LOT,Found at Depth below surface (report UNIT. mm prefered),Longtitude,Latitude,Distance from Datum,Found in grid,Excavator,Notes,Image (add column for each additional image),Data entry double checked by,Questions/ concerns,Dr.Uhl Check,SOURCES FOR ID,Location,Storage Location,Uhl Flags
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,7/16/2022,2022-7-16-570-F,Refined Earthenware,,,,7/16/2022,1762-1820,A small and thick rectangular Creamware Royal sherd,Inorganic,Unknown,Refined Earthenware,Vessel,6 of 13,8.03,,,,,0.2,,,,No conservation,I. DeLisle,,,,470,,,,S3W3,,,,,,,https://www.floridamuseum.ufl.edu/typeceramics/specimen/262/,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,7/16/2022,2022-7-16-570-K,Refined Earthenware,,,,7/16/2022,1784-1840,A triangle pearlware transfer printed sherd with a light blue design on one side and the whitish blueish glaze on the other,Inorganic,Unknown,Refined Earthenware,Vessel,11 of 13,13.96,,,,,0.5,,,,No conservation,I. DeLisle,,,,470,,,,S3W3,,,,,,,https://www.floridamuseum.ufl.edu/typeceramics/type/pearlware-transfer-printed/,Box 8 (Pearlware): in Archives,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,6/7/2021,2021-6-7-539-C,Refined Earthenware,,,,6/7/2021,1780-1840,a triangular pearlware; plain refined earthenware sherd,Inorganic,Unknown,Refined Earthenware,Vessel,3 of 9,24.33,,,,,1.6,,,,No conservation,I. DeLisle,,,,2,,,,S3W2,,,,,,,https://www.floridamuseum.ufl.edu/typeceramics/specimen/459/,Box 8 (Pearlware): in Archives,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,6/7/2021,2021-6-7-539-D,Refined Earthenware,,,,6/7/2021,1780-1840,a diamond shaped pearlware refined earthenware sherd that has pale blue glazing with green dots and a dark curved shape design,Inorganic,Unknown,Refined Earthenware,Vessel,4 of 9,14.25,,,,,0.8,,,,No conservation,I. DeLisle,,,,2,,,,S3W2,,,,,,,https://www.floridamuseum.ufl.edu/typeceramics/specimen/459/,Box 8 (Pearlware): in Archives,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,7/16/2022,2022-7-16-570-B,Refined Earthenware,,,,7/16/2022,1830-present,A thick triangular with a ridge and brown stains whiteware; plain sherd,Inorganic,Unknown,Refined Earthenware,Vessel,2 of 13,23,,,,,1.4,,,,No conservation,I. DeLisle,,,,470,,,,S3W3,,,,,,,https://www.floridamuseum.ufl.edu/typeceramics/specimen/389/,Box 9 (Whiteware): in Archives,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,7/16/2022,2022-7-16-570-L,Refined Earthenware,,,,7/16/2022,1784-1840,A trapezoid pearlware transfer printed sherd with a light blue background and decoration on top on both sides,Inorganic,Unknown,Refined Earthenware,Vessel,12 of 13,13.6,,,,,0.5,,,,No conservation,I. DeLisle,,,,470,,,,S3W3,,,,,,,https://www.floridamuseum.ufl.edu/typeceramics/type/pearlware-transfer-printed/,Box 8 (Pearlware): in Archives,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,7/16/2022,2022-7-16-570-M,Refined Earthenware,,,,7/16/2022,1830-present,A triangular whiteware; transfer printed sherd with dark blue circles on one side and some dark blue decoration of the other,Inorganic,Unknown,Refined Earthenware,Vessel,13 of 13,17.21,,,,,0.5,,,,No conservation,I. DeLisle,,,,470,,,,S3W3,,,,,,,https://www.floridamuseum.ufl.edu/typeceramics/specimen/412/,Box 9 (Whiteware): in Archives,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,4/21/2021,2021-4-21-128,Refined Earthenware and Flow Blue China,,,,4/21/2021,1762-1870s,Small creamware; plain refined earthenware sherd; one with blue design which is oriental flow blue china,Inorganic,,Refined Earthenware and Flow Blue China,Vessel,2,12.7,,,,,,,,,No conservation,L. McKinnon,7/13/2021,,,457.2,,,,S5W3,,I. DeLisle Updated 7/16/22,,,,,"https://www.floridamuseum.ufl.edu/typeceramics/specimen/268/ ; ""Flow Blue China An Aid to Identification"" by Petra Williams pg. 32",,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,6/2/2021,2021-6-2-145,Refined Earthenware and Printed Underglaze Earthenware,,,,6/2/2021,1762-1820 and 1800-1850,White and black patterned Gothic Revival Central Motifs printed underglaze earthenware and creamware; plain sherds,Inorganic,,Refined Earthenware and Printed Underglaze Earthenware,Vessel,5,12.7,,,,max,,,,,No conservation,L. McKinnon,7/13/2021,,,457.2,,,,S4W2,,I. DeLisle Updated 7/25/22,,,,,https://www.floridamuseum.ufl.edu/typeceramics/specimen/264/ ; ?        https://apps.jefpat.maryland.gov/diagnostic/Post-Colonial%20Ceramics/Printed%20Earthenwares/Central%20Designs/Large%20Image%20pages/Gothic%20Central%20Designs/18BC139-Gothic1.htm,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,6/2/2021,2021-6-2-137,Refined Earthenware; Printed Underglaze Earthenware,,,,6/2/2021,1850-1870; 1780-1840,White ceramic with red overglaze enamel design; pearlware; plain refined earthenware sherd,Inorganic,,Refined Earthenware; Printed Underglaze Earthenware,Vessel,2,12.7,,,,,,,,,No conservation,L. McKinnon,7/13/2021,,,,,,,S4W1,,I. DeLisle 7/31/22,,,Came from a bucket from last semester,,https://www.floridamuseum.ufl.edu/typeceramics/specimen/458/ ; ?        https://apps.jefpat.maryland.gov/diagnostic/Post-Colonial%20Ceramics/Printed%20Earthenwares/Overglaze%20Enamels/LargeImages/Clobbering1-Fed.Reserve.htm,Box 8 (Pearlware): in Archives,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,7/5/2022,2022-7-5-215-A,Rhenish Stoneware,,,,7/5/2022,1650-1775,Salt glazed Rhenish Stoneware,Inorganic,Unknown,Rhenish Stoneware,Vessel,1 of 2,58.01,,,,,30.889,,,,No conservation,M. Rodriguez,,,,341,,,3391,S2W4,,Origin: Rhine Valley; Germany; and France,,,,,https://www.smu.ca/academics/departments/anthropology-rhenish-stoneware.html,Box 3 (Rhenish Stoneware): in Archives,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,7/5/2022,2022-7-5-215-B,Rhenish Stoneware,,,,7/5/2022,1650-1775,Salt glazed Rhenish Stoneware,Inorganic,Unknown,Rhenish Stoneware,,1 of 2,19.63,,,,,1.677,,,,No conservation,M. Rodriguez,,,,341,,,3391,S2W4,,Origin: Rhine Valley; Germany; and France,,,,,https://www.smu.ca/academics/departments/anthropology-rhenish-stoneware.html,Box 3 (Rhenish Stoneware): in Archives,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,7/11/2022,2022-7-11-297,Rhenish Stoneware,,,,7/11/2022,1675-1750,Manganese Rhenish Stoneware with Tin Enamel,Inorganic,Unknown,Rhenish Stoneware,Vessel,1,14.6,,,,,1.1,,,,No conservation,E. Lescault,,,,191,,,4805,S5W4,,Origin: Rhine Valley; Germany/France,,,,,https://apps.jefpat.maryland.gov/diagnostic/ColonialCeramics/Colonial%20Ware%20Descriptions/Rhenish.html,Box 3 (Rhenish Stoneware): in Archives,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,5/24/2022,2022-5-24-203,Rock,,,,5/24/2022,Unknown,Black; porous rock,Inorganic,Unknown,Rock,Rock,1,31.34,,,,,7.587,,,,No conservation,I. DeLisle,,,,348,,,1993,S2E1,,,,,,,,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,5/24/2022,2022-5-24-204,Stone,,,,5/24/2022,Unknown,Stone with iron,Inorganic,Unknown,Rock,Rock,1,30.09,,,,,2.278,,,,No conservation,I. DeLisle,,,,348,,,1993,S2E1,,,,,,,,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,5/24/2022,2022-5-24-205,Rock,,,,5/24/2022,Unknown,Rock with string,Inorganic,Unknown,Rock,Rock,1,13.84,,,,,0.141,,,,No conservation,I. DeLisle,,,,365,,,1427,S2W1,,,,,,,,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,5/25/2022,2022-5-25-226,Porous Rock,,,,5/25/2022,Unknown,Porous Rock,Inorganic,Unknown,Rock,Rock,1,71.86,,,,,,,,,No conservation,E. Lescault,,,,542,,,1808,S2E1,,,,,,,,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,6/2/2021,2021-6-2-136,Salt-glazed Stoneware,,,,6/2/2021,1775-1784,Thick grey and blue salt-glazed stoneware sherd,Inorganic,,Salt-glazed Stoneware,Vessel,1,30.48,,,,,,,,,No conservation,L. McKinnon,7/13/2021,,,,,,,S4W1,,,,,Came from a bucket from last semester,,"""Ceramics in America"" pg. 16",,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,5/12/2021,2021-5-12-174,Salt-glazed Stoneware,,,,5/12/2021,1775-1784,Grey and blue salt-glazed stoneware,Inorganic,Unknown,Salt-glazed Stoneware,Vessel,2,17.78,,,,,,,,,No conservation,L. McKinnon,7/15/2021,,,457.2,,,,S5W1,,,,,,,"""Ceramics in America"" pg. 16",,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,6/18/2022,2022-6-18-263-A,Salt-glazed Stoneware,,,,6/18/2022,1746-1790s,Salt-glazed stoneware gray rim; possibly of a jar,Inorganic,Unknown,Salt-Glazed Stoneware,Vessel,1 of 3,40.16,,,,,18.6,,,,No conservation,I. DeLisle,,,,457.0 - 482.5 ,,,unknown,S5W4,,,,,,,"""Ceramics in America"" edited by Robert Hunter pg. 4",,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,6/1/2022,2022-6-1-270-B,Salt-Glazed Stoneware,,,,6/1/2022,1805-1822,Yellow salt-glazed stoneware sherd,Inorganic,Unknown,Salt-Glazed Stoneware,Vessel,1 of 7,13,,,,,0.6,,,,No conservation,I. DeLisle,,,,404,,,3364,S3W4,,,,,,,"""Ceramics in America"" edited by Robert Hunter pg. 303",Box 2 (Stoneware): in Archives,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,7/8/2022,2022-7-8-295,Rhenish Stoneware,,,,7/8/2022,1575-1775,Salt glazed Rhenish Stoneware,Inorganic,Unknown,Salt-Glazed Stoneware,Vessel,1,10.36,,,,,0.5,,,,No conservation,E. Lescault,,,,385,,,2932,S2W4,,Origin: Rhine Valley; Germany/France,,,,,https://www.smu.ca/academics/departments/anthropology-rhenish-stoneware.html,Box 3 (Rhenish Stoneware): in Archives,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,5/14/2021,2021-5-14-6,Shells,,,,5/14/2021,Unknown,Shell shards,Organic,Oyster,Shell,Oyster,6,76.2,,,,,,,,,No conservation,L. McKinnon,6/24/2021,,,457.2,,,,S5W2,,All found in association,,,WHAT KIND?,,,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,5/13/2021,2021-5-13-17,Shells,,,,5/13/2021,Unknown,Shell shards,Organic,Oyster,Shell,,9,76.2,,,,max,,,,,No conservation,L. McKinnon,6/24/2021,,,355.6,,,,S5W2,,,,,REGION?,,,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,5/24/2021,2021-5-24-30,Shells,,,,5/24/2021,Unknown,,Organic,Unknown,Shell,,8,76.2,,,,,,,,,No conservation,L. McKinnon,6/29/2021,,,457.2,,,,S4W3,,All found in association,,,TYPE?,,,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,6/1/2021,2021-6-1-43,Shell,,,,6/1/2021,Unknown,Circular,Organic,Unknown,Shell,Shell,1,57.15,,,,diameter,,,,,No conservation,L. McKinnon,6/30/2021,,,609.6,,,,S4W2,,,,,SPEICES?,,,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,6/7/2021,2021-6-7-60,Shells,,,,6/7/2021,Unknown,Oyster,Organic,Unknown,Shell,Shell,4,88.9,,,,max,,,,,No conservation,L. McKinnon,7/5/2021,,,381,,,,S4W1,,,,,,,,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,5/20/2021,2021-5-20-63,Shells,,,,5/20/2021,Unknown,Various sizes and speices,Organic,Unknown,Shell,Shell,10,76.2,,,,max,,,,,No conservation,L. McKinnon,7/6/2021,,,406.4,,,,S5W1,,,,,,,,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,4/21/2021,2021-4-21-64,Shells,,,,4/21/2021,Unknown,Various sizes and speices,Organic,Unknown,Shell,Shell,5,76.2,,,,max,,,,,No conservation,L. McKinnon,7/6/2021,,,431.8,,,,S5W3,,,,,,,,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,6/2/2021,2021-6-2-65-A,Shells,,,,6/2/2021,Unknown,Various sizes and speices,Organic,Unknown,Shell,Shell,1 of 2,38.1,,,,,,,,,No conservation,L. McKinnon,7/6/2021,,,330.2,,,,S4W1,,,,,,,,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,6/2/2021,2021-6-2-65-B,Shells,,,,6/2/2021,Unknown,Various sizes and speices,Organic,Unknown,Shell,Shell,2 of 2,63.5,,,,,,,,,No conservation,L. McKinnon,7/6/2021,,,330.2,,,,S4W1,,,,,,,,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,6/23/2021,2021-6-23-66,Shells,,,,6/23/2021,Unknown,Various sizes and speices,Organic,Unknown,Shell,Shell,3,101.6,,,,,,,,,No conservation,L. McKinnon,7/6/2021,,,457.2,,,,S5E1,,,,,,,,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,6/23/2021,2021-6-23-67,Shells,,,,6/23/2021,Unknown,Various sizes and speices,Organic,Unknown,Shell,Shell,7,25.4,,,,,,,,,No conservation,L. McKinnon,7/6/2021,,,457.2,,,,S5E1,,,,,,,,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,6/1/2021,2021-6-1-69,Shells,,,,6/1/2021,Unknown,Various sizes and speices,Organic,Unknown,Shell,Shell,4,76.2,,,,,,,,,No conservation,L. McKinnon,7/6/2021,,,609.6,,,,S4W3,,,,,,,,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,5/19/2021,2021-5-19-70,Shells,,,,5/19/2021,Unknown,Various sizes and speices,Organic,Unknown,Shell,Shell,4,76.2,,,,,,,,,No conservation,L. McKinnon,7/6/2021,,,381,,,,S4W3,,,,,,,,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,6/7/2021,2021-6-7-129,Shells,,,,6/7/2021,Unknown,Two small chards,Organic,Unknown,Shell,Shell,2,50.8,,,,,,,,,No conservation,L. McKinnon,7/13/2021,,,533.4,,,,S4W1,,,,,,,,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,5/24/2022,2022-5-24-202,Shell,,,,5/24/2022,Unknown,Light brown and curved shell piece,Organic,Unknown,Shell,Shell,1,33.89,,,,,1.389,,,,No conservation,I. DeLisle,,,,345,,,1878,S2W1,,,,,,,,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,5/24/2022,2022-5-24-216-A,Shell,,,,5/24/2022,Unknown,Off-white and slightly cuved,Organic,Unknown,Shell,Shell,1 of 4,6.5,,,,,,,,,No conservation,E. Lescault,,,,335,,,2950,S2W4,,,,,,,,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,5/24/2022,2022-5-24-216-B,Shell,,,,5/24/2022,Unknown,Off-white and flat,Organic,Unknown,Shell,Shell,2 of 4,6.79,,,,,,,,,No conservation,E. Lescault,,,,335,,,2950,S2W4,,,,,,,,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,5/24/2022,2022-5-24-216-C,Shell,,,,5/24/2022,Unknown,Off-white and slightly curved,Organic,Unknown,Shell,Shell,3 of 4,13.88,,,,,,,,,No conservation,E. Lescault,,,,335,,,2950,S2W4,,,,,,,,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,5/24/2022,2022-5-24-216-D,Shell,,,,5/24/2022,Unknown,Light brown and slighlt curved,Organic,Unknown,Shell,Shell,4 of 4,12.18,,,,,,,,,No conservation,E. Lescault,,,,335,,,2950,S2W4,,,,,,,,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,5/26/2022,2022-5-26-241,Oyster Shells,,,,5/26/2022,,Mix of flat and rounded shells,Organic,Crassostrea virginica,Shell,Shell,3,,,,,,,,,,No conservation,M. Rodriguez,,,,369,,,2774,S2W4,,Found around oyster mound,,,,,,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,5/31/2022,2022-5-31-244,Oyster Shells,,,,5/31/2022,,Thick shell,Organic,Crassostrea virginica,Shell,Shell,1,42.96,,,,,6.4,,,,No conservation,M. Rodriguez,,,,,,,,,,,,,,,,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,6/6/2022,2022-6-06-246,Oyster Shells,,,,6/6/2022,,Various thick shells,Organic,Crassostrea virginica,Shell,Shell,6,,,,,,,,,,No conservation,M. Rodriguez,,,,434,,,2729,S2W4,,,,,,,,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,7/14/2022,2022-7-14-247,Oyster Shells,,,,7/14/2022,,Flat and rounded shells,Organic,Crassostrea virginica,Shell,Shell,3,,,,,,,,,,No conservation,M. Rodriguez,,,,,,,,S2W4,,,,,,,,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,6/7/2022,2022-6-07-251,Oyster Shells,,,,6/7/2022,,Thick rounded shells,Organic,Crassostrea virginica,Shell,Shell,3,,,,,,,,,,No conservation,M. Rodriguez,,,,293,,,2259,S2W3,,,,,,,,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,5/25/2022,2022-5-25-253,Oyster Shells,,,,5/25/2022,,Flat shells,,Crassostrea virginica,Shell,Shell,3,,,,,,,,,,No conservation,M. Rodriguez,,,,278,,,2647,S2W4,,,,,,,,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,5/27/2022,2022-5-27-254,Oyster Shells,,,,5/27/2022,,Thick shells,Organic,Crassostrea virginica,Shell,Shell,9,,,,,,,,,,No conservation,M. Rodriguez,,,,375,,,2805,S2W4,,,,,,,,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,6/1/2022,2022-6-01-255,Oyster Shells,,,,6/1/2022,,Flat shells; flakes,Organic,Crassostrea virginica,Shell,Shell,2,,,,,,,,,,No conservation,M. Rodriguez,,,,329,,,3347,S3W4,,,,,,,,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,6/2/2022,2022-6-02-256,Oyster Shells,,,,6/2/2022,,Flat and thick shells,Organic,Crassostrea virginica,Shell,Shell,6,,,,,,,,,,No conservation,M. Rodriguez,,,,315 - 345 ,,,3541 - 3821 ,S3W4,,,,,,,,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,5/27/2022,2022-5-27-257,Oyster Shells,,,,5/27/2022,,Flat and thick shells,Organic,Crassostrea virginica,Shell,Shell,6,,,,,,,,,,No conservation,M. Rodriguez,,,,355,,,2720,S2W4,,,,,,,,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,5/26/2022,2022-5-26-258,Oyster Shells,,,,5/26/2022,,Flat and thick shells,Organic,Crassostrea virginica,Shell,Shell,6,,,,,,,,,,No conservation,M. Rodriguez,,,,534,,,3324,S3W4,,,,,,,,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,6/7/2022,2022-6-7-280,Oyster Shell,,,,6/7/2022,,Flat shell mostly whiteish cream coloring,Organic,Crassostrea virginica,Shell,Shell,1,62.34,,,,,11,,,,No conservation,B. Ingraham,,,,391,,,2585,S2W4,,,,,,,,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,7/22/2022,2022-7-22-417,Oyster Shells,,,,7/22/2022,Unknown,One big oyster shell with a tiny oyster shell attached to the side of it,Organic,Crassostrea virginica,Shell,Shell,1,48.08,,,,,11.2,,,,No conservation,I. DeLisle,,,,455,,,2560,S3W3,,,,,,,,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,6/6/2022,2022-6-6-481,Oyster shells,,,,6/6/2022,1700-1770 in association with 2022-6-6-480,A couple thick shards of oyster shells with some smaller and thinner oyster shells,Organic,Crassostrea virginica,Shell,Shell,10,,,,,,,,,,No conservation,I. DeLisle,,,,494,,,3432,S3W4,,,,,,,,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,7/22/2022,2022-7-22-501,Oyster shells,,,,7/22/2022,Unknown,Large oval shells with layers; some shells bigger than others; one rounded like a bowl,Organic,Crassostrea virginica,Shell,Shell,15,,,,,,,,,,No conservation,I. DeLisle,,,,350,,,3110,S2W4,,,,,,,,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,7/16/2022,2022-7-16-523,Oyster Shell,,,,7/16/2022,Unknown,Thick and layered with sharpe edges,Organic,Crassostrea virginica,Shell,Shell,1,51.25,,,,,17.1,,,,No conservation,B. Ingraham,,,,,,,,S2W3,,,,,,,,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,5/31/2022,2022-5-31-564-A,Shell,,,,5/31/2022,Unknown,A curved and white shell with ridges,Organic,Unknown,Shell,Shell,1 of 2,22,,,,,1.5,,,,No conservation,I. DeLisle,,,,370,,,2720,S3W2,,,,,,,,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,5/31/2022,2022-5-31-564-B,Shell,,,,5/31/2022,Unknown,A curved and white shell with ridges,Organic,Unknown,Shell,Shell,2 of 2,13.82,,,,,1,,,,No conservation,I. DeLisle,,,,370,,,2720,S3W2,,,,,,,,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,7/16/2022,2022-7-16-571,Shell,,,,7/16/2022,Unknown,A small and thick white shell,Organic,Unknown,Shell,Shell,1,9.88,,,,,0.4,,,,No conservation,I. DeLisle,,,,470,,,,S3W3,,,,,,,,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,6/2/2021,2021-6-2-178,Soft Paste Porcelain,,,,6/2/2021,Mid-1740s to third quarter of the eighteenth century,White soft paste porcelain shard with blue decorative accents,Inorganic,Unknown,Soft Paste Porcelain,Vessel,1,22.352,,,,,,,,,No conservation,G.Parenti,7/15/2021,,,457.2,,,,S5E1,,,,,,,? https://apps.jefpat.maryland.gov/diagnostic/Porcelain/LargeImagePages/SoftPastePorcelain/18BC33-EnglishSoftPaste-PlateWithTwoTemplesPattern.html,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,6/2/2021,2021-6-2-167-A,Sponge Decorated Ware,,,,6/2/2021,1810-1870,White Sponge Decorated Ware sherds with blue decorative accents,Inorganic,Unknown,Sponge Decorated Ware,Vessel,1 of 3,17.78,,,,,,,,,No conservation,G.Parenti,7/15/2021,,,457.2,,,,S5E1,,I. DeLisle Updated 7/16/22,,,,,https://apps.jefpat.maryland.gov/diagnostic/Post-Colonial%20Ceramics/SpongedWares/LargeImagePages/Sponge/schiefferstadt-saucer%20floral%20painted-sponge.htm,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,6/2/2021,2021-6-2-167-B,Sponge Decorated Ware,,,,6/2/2021,1810-1870,White Sponge Decorated Ware sherds with blue decorative accents,Inorganic,Unknown,Sponge Decorated Ware,Vessel,2 of 3,20.32,,,,,,,,,No conservation,G.Parenti,7/15/2021,,,457.2,,,,S5E1,,I. DeLisle Updated 7/16/22,,,,,https://apps.jefpat.maryland.gov/diagnostic/Post-Colonial%20Ceramics/SpongedWares/LargeImagePages/Sponge/schiefferstadt-saucer%20floral%20painted-sponge.htm,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,6/2/2021,2021-6-2-167-C,Sponge Decorated Ware,,,,6/2/2021,1810-1870,White Sponge Decorated Ware sherds with blue decorative accents,Inorganic,Unknown,Sponge Decorated Ware,Vessel,3 of 3,20.32,,,,,,,,,No conservation,G.Parenti,7/15/2021,,,457.2,,,,S5E1,,I. DeLisle Updated 7/16/22,,,,,https://apps.jefpat.maryland.gov/diagnostic/Post-Colonial%20Ceramics/SpongedWares/LargeImagePages/Sponge/schiefferstadt-saucer%20floral%20painted-sponge.htm,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,5/25/2022,2022-5-25-423-B,Stone,,,,5/25/2022,Unknown,A small stone with a flat face,Inorganic,Unknown,Stone,Stone,1,14.17,,,,,0.8,,,,No conservation,E. Lescault,,,,278,,,2647,S2W4,,,,,,,,,,
Newport Spring Site; 48 Touro/Spring St. Newport; RI,,6/1/2021,2021-6-1-4,Ceramic,,,,6/1/2021,c. 1800,Curved handle piece,Inorganic,,STONEWARE,"Germany-style rhenish; ""K"" manufacture mark is KONIGSBERG c. 1800",1,50.8,,,,,,,,,No conservation,M.Persico,6/24/2021,,,469.9,,,,S5W1,,"Found in association with 7; 9; 10. ""K"" mark on handle",,,KONIGSBERG c. 1800,YES,file:///C:/Users/alexandra.uhl/Downloads/HandbookofMarksonPotteryandPorcelain_10639385.pdf,,,links to a file on computer so that can't actually be accessed
